Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
69,35577.77026229403,3989.389439432071,3,8,4.163032741190454,6,6,13,27.3340731039025,11,Good,1978.5157721995938,26.602981630266527,155,No,644.3888479525746,1290.2889683906837,3835.4144361464528,Standard
38,146641.401721642,11459.280903791045,3,6,21.03508951772668,0,23,13,0.8697823499693957,14,Good,3079.655361125463,29.00933470767688,35,No,1688.6344828126469,8010.878500159087,3404.997570800261,Standard
49,22603.42627035718,11418.990187796499,2,2,19.092011063598612,1,8,24,23.121858459196975,14,Bad,4454.075736807926,48.389635329936254,259,Yes,1069.6561564802294,9145.736799875936,2285.514963212467,Poor
40,115833.42925094161,7904.386365258543,2,7,10.056839808620811,8,27,23,3.3100432147560888,0,Good,4155.231236880983,27.89453710202636,260,Yes,1887.2156436473101,3541.0444663782546,2538.769923163017,Standard
50,119917.9746225061,11207.485921684949,5,2,31.581404874830397,2,11,24,0.8245558448811285,1,Good,2397.1091705637486,40.19533607481891,135,No,157.62927828806838,7058.430618638334,1335.6942274673017,Standard
20,51675.37308830266,9751.032777417919,9,2,32.530457921692815,5,21,13,8.210865478990467,11,Good,1306.2066544581169,25.343855235897685,131,Yes,1028.5536490841487,1482.0413266871335,371.57956917958813,Poor
35,107302.59766969485,7694.452769418992,2,2,14.68878890356553,6,25,18,8.080376371833129,2,Good,685.4997339941649,22.80169932711463,81,Yes,1532.9104919953973,6908.16449113027,1655.2027836024113,Standard
42,32080.78876932069,1567.569720716355,2,1,31.270286941859688,8,8,2,24.57956287040894,6,Good,2439.900775416296,30.179510760315935,367,Yes,1200.3052961472295,214.55412287043285,2477.9187799618308,Standard
59,53416.144636170386,9611.421003833742,6,1,14.054262404941069,4,19,16,21.320017378285055,5,Good,3614.2293767164456,38.72588302368444,59,Yes,46.388280853685515,1507.7150681110097,286.5652325966622,Standard
48,122427.25847799444,8876.127586678922,2,7,26.051772282209804,3,23,13,29.44828281996043,13,Bad,4848.848566081329,27.438354312622437,74,Yes,1944.6773566877616,7098.8144660867,441.16651028553224,Poor
20,132409.20496436022,7960.163359465347,4,5,17.18203539662262,1,2,9,21.345387009354553,6,Good,4309.074524115445,29.00506396015022,239,No,596.5273861517968,7118.502228763062,1315.1261644228362,Good
57,99103.23364577287,9484.455272665953,6,3,5.167827321244221,2,3,12,12.547666597681438,10,Good,1021.2047762408083,41.26189455819365,129,No,498.5557327327641,6411.627058451771,1835.401867963808,Standard
63,85888.99613666274,6885.68273013504,5,1,32.54976284205873,4,9,21,20.967829828356507,4,Bad,3598.8906341123493,23.08388068944107,315,No,971.3197512131591,4773.640243842032,1966.584055593526,Standard
41,40709.52268046744,8892.87434887406,1,6,16.439284174836246,1,3,3,29.983772015592063,13,Bad,1445.5062692921522,33.407152754105226,374,Yes,1084.3162150466978,6749.08091171945,589.4303314400256,Standard
67,28204.174300289524,11319.30691062818,6,1,25.972559370961722,3,21,10,21.304256476875842,3,Standard,3417.362972167982,48.25203589646672,138,Yes,1532.5762751796508,7738.0079828878825,1129.106772673944,Poor
49,35294.373701562625,5445.952666383906,1,9,13.483909690663934,0,8,14,22.850440679409548,14,Bad,3329.027302303863,31.90914987242675,103,Yes,786.5473153179782,9664.816590367438,1308.2362603180436,Poor
64,49556.44901249284,8935.279266456568,3,2,1.6419498715919785,3,21,14,28.150950455707783,14,Bad,1362.1530146277073,33.026030839323184,387,Yes,879.9207529244244,8886.41031548605,338.174381006231,Standard
39,64417.68524659971,6494.722089115066,5,1,4.418032195522421,6,0,23,3.4095378393505005,6,Good,1171.9431010864323,42.14612910821867,391,No,1069.919831867662,7945.342025661246,1630.4985029484865,Good
40,69518.23831642834,8581.196344046806,5,7,17.87146230265743,2,4,1,21.143528803431806,2,Standard,519.6888129446293,43.37034566098541,9,Yes,788.7741994832813,6947.575167143729,361.1078637775361,Standard
19,65021.82991657046,9510.380023320824,6,6,24.45878814229632,9,8,10,25.52417873902347,12,Good,252.69818402313348,43.08819169341574,232,No,1829.096158202312,5741.555454323672,3517.2892155483505,Standard
44,51077.19318564453,1977.2512545758577,8,6,12.381001103695489,7,4,1,28.63135800662679,9,Standard,4292.255294282355,49.93601074740717,99,No,1702.5039332685044,1206.0882335191625,1930.2388327865522,Standard
59,86264.15207772076,8289.30466146095,5,5,24.64660761204011,5,5,22,6.329078691350981,6,Good,249.24697317520838,22.14353262461172,218,No,909.9473901557567,1655.5684209839294,1633.7619468918735,Standard
19,127287.19407027659,3880.782436272918,1,4,24.753610040686503,5,18,4,15.117870231727327,1,Bad,443.7058326255705,49.467598538989975,397,No,0.38972467463427307,8202.795606708994,632.6108575180344,Standard
43,56361.4600012923,8535.34164697945,5,4,24.933820849146247,0,7,12,20.416645429334455,11,Bad,1194.2601768409993,48.50568850992197,237,Yes,1801.8689910585613,8033.129122072206,1132.518277224479,Standard
34,142510.3124832903,6417.466952305042,3,3,17.745743036697284,4,9,0,7.424031885040123,11,Standard,4438.29164231138,45.56416700778674,222,Yes,248.67314687893048,6144.58925973363,1163.526044695618,Good
57,133533.76602410022,9622.303789581316,4,8,32.106129104131135,2,10,6,18.01418589750822,7,Good,1664.7018021109566,33.62376727556125,168,No,489.0248303880924,4388.401327161534,4926.021074366515,Standard
50,41029.34747577425,2795.708559658762,8,7,17.63268161134093,9,12,6,7.727363474939981,11,Good,958.9977872829608,46.12707114901773,370,Yes,304.7225687307964,260.32649823605647,4176.746897542466,Standard
26,122215.87437842229,8076.384692390048,7,9,16.309016578885696,0,19,9,10.003710615949418,5,Bad,3577.777478975476,26.624972369182856,62,Yes,359.63113996204754,3271.769425285439,76.31145816715812,Standard
60,94696.35970130966,4423.942653739299,5,1,7.7789478463613175,7,3,5,13.245560895325951,11,Bad,1595.3487743434287,43.7496750616349,318,Yes,1605.7550757796694,4206.396575653179,3084.1829538423985,Standard
65,93654.7970822844,10456.31095097121,2,7,11.460272970115442,6,10,19,15.875702962397009,14,Standard,1666.8331903809813,25.557149093631626,10,No,1159.0028833318484,4858.162861734206,1279.5504821096188,Standard
56,70835.55919756267,11248.026809181229,6,4,2.4393727456223138,6,11,11,13.480976148754518,2,Bad,3694.8829796926802,44.46086010413539,234,No,1912.190326250697,9293.245985612091,521.8846440979213,Standard
46,85149.88989366127,11962.182083630081,6,7,22.540199982949787,9,4,12,14.795865593637876,2,Standard,1258.2640780415295,38.4358739979217,87,No,462.90702464743293,1087.0939980014282,3527.9988155987735,Standard
59,71633.24106579743,9858.077725486475,6,1,9.450215293521158,9,29,23,8.957662688648778,4,Standard,4483.800238528128,22.940938385405765,267,No,971.269816262468,5188.669197797704,658.0277473417461,Standard
43,90165.24043879256,9414.207739494048,9,5,11.341278652505814,9,9,10,4.768952820678917,2,Standard,2807.1083899917267,46.85958666071676,204,No,1954.85673816494,3679.2229695827973,2218.7038976486783,Standard
52,101633.50686044266,3762.757968109286,8,3,27.20769373658692,3,24,17,1.420499319805183,5,Standard,2689.15855586207,37.33871586365733,318,No,1652.8870285495393,9900.981192160516,3160.8258241996214,Standard
67,107659.4948331763,5028.074119396142,8,5,12.125520227489432,5,28,1,5.879361674750031,1,Bad,1323.761175331048,39.687448344113434,333,No,1457.2313582409822,8618.640162829053,2772.4737807749434,Standard
42,89222.5550327254,6389.666688503935,1,4,9.234660328446834,8,23,15,17.458309245173492,7,Standard,4175.4717006496285,28.505301069548302,360,Yes,377.95040274158384,4387.858542389209,4888.145491513715,Standard
41,113784.86875273513,9620.501001713623,5,2,6.747963470545995,2,6,1,23.58346343409397,12,Bad,2863.747754357507,46.149065117684195,241,No,1538.8108018194323,9996.956093547604,3928.713065612613,Standard
30,38366.14640581576,11107.141583318671,7,4,27.3451856741865,8,20,18,5.077427923286836,10,Standard,777.5827395261298,36.3560220546069,56,Yes,695.1302451918356,5140.632464714964,3870.966880637449,Poor
24,47557.72381729101,3485.9605502413388,6,3,5.410012771660914,3,8,5,3.256660733179454,11,Bad,1031.491186223813,32.63360852874511,110,No,1061.0737940935153,1671.177965914007,1777.9769704051562,Standard
53,126435.55052965511,11184.858589036081,5,1,16.427627848512017,4,8,0,22.47871081647751,10,Standard,2341.279544103218,36.02845235684953,49,Yes,1218.3224260790803,5558.746918267146,41.97746042070849,Standard
62,61928.63712003397,8804.05884971761,8,8,18.23562394662461,6,9,10,9.154749916118691,8,Bad,3898.2091120819427,41.0993924440333,243,Yes,1218.7274230485082,2262.057658036466,3672.0546483534417,Standard
37,22976.197246895634,7913.092672192905,3,5,24.371257031314297,5,9,17,28.544983176820573,12,Good,4696.476368084801,40.8514362709781,16,Yes,1453.046943827033,6363.12840076252,4998.660421478362,Poor
18,39992.84945684404,3598.333348460365,6,4,22.531638399321846,9,1,9,21.42953911831119,14,Standard,3317.493151884734,30.72731302873438,73,Yes,1323.4041852844111,9374.401748839256,2029.395538718078,Standard
25,49069.87648452046,2083.012844496081,5,5,28.564502880135944,7,3,17,9.802681417290927,6,Standard,2530.716247791491,31.557748403187816,372,No,136.74175862117966,7861.985768350282,4927.592494785587,Standard
63,144451.97542629635,7468.881434333369,8,4,2.5215487534920973,7,7,0,8.686282433811147,13,Good,1253.6598875601235,36.867145785152815,202,No,914.6940518982145,2731.636904190552,708.5405476717322,Good
33,94495.38576101042,8340.91467495337,4,3,11.078984642499504,7,28,18,15.710951588139272,2,Good,3364.339802278748,47.732213621509636,93,No,1328.0432134399584,2968.586249660071,1482.561758183587,Standard
31,141254.99626191313,3713.2052182242264,8,5,10.524560038362912,2,13,15,2.3743400483462827,10,Standard,4911.198779267536,42.36290800897926,137,No,591.9859643314574,692.8820309031203,853.6346587123534,Standard
29,94771.23556456124,7342.790161167292,2,4,5.96457479013168,9,16,6,3.5302953793589698,13,Bad,2381.112377696175,31.712449560966697,33,No,626.1133744327793,2858.678356462774,2375.879864634079,Standard
68,82316.07721792074,10493.180729007023,9,1,10.832060631119067,5,12,14,5.275736439485775,9,Standard,810.709394449477,30.110978796552835,88,No,249.13509550923106,926.2479967781723,3984.907007536102,Standard
40,60784.59985523249,10268.19242727771,9,3,11.532020680858716,6,20,0,23.241707799136805,3,Bad,516.7029072708929,35.70910022411944,203,No,837.2299719497107,4994.487193256428,1703.3084576897695,Standard
32,98828.22277633882,11237.22939615612,6,8,18.74407170553426,8,23,22,15.415720778073673,11,Good,1346.280912994907,46.09974106743784,39,No,1973.6608686123493,7083.470794982576,4531.144685759357,Poor
45,38095.74320027888,5341.801000347245,4,7,23.565952283492706,9,17,20,0.31701368323328816,9,Bad,2847.2100951062175,20.260377247876256,114,No,570.6387225760748,7511.811614991585,2724.1520666489255,Poor
51,136774.01154805179,4839.520511784646,4,2,13.95741746280168,9,17,8,20.20549582416327,1,Standard,4734.026505456644,41.31458204868692,333,No,1062.8737853721962,595.2923224817907,2327.1220687093864,Standard
19,127813.21266836688,9368.97306279849,6,1,25.461987864654958,3,12,1,12.710705359814913,8,Good,1495.8254153207333,28.835367663133006,247,No,1486.4745055581686,3399.5589823820205,3935.1792109763815,Standard
49,61279.088223975814,6026.6802535185525,5,3,12.429621511705719,4,7,16,15.325570948913938,13,Good,1526.9558568580221,26.251924406485095,343,Yes,26.994541768541325,2881.717665474337,507.2174852089228,Standard
40,143863.67858816826,2419.2609722916964,6,5,10.869645028701852,7,25,24,6.423487302388066,4,Standard,2405.898295560962,20.364139904502768,370,Yes,1800.879119196598,1043.003229873346,3868.7623560533734,Standard
39,127276.09976402386,4469.4118720402475,7,1,19.400393899138827,0,11,23,16.55346685182311,11,Standard,4592.711675495944,46.89771861876431,208,Yes,773.100369449877,3624.713109320057,1214.7600008641334,Standard
68,106619.89515855517,5895.113998080636,7,3,1.8063562503968806,5,24,9,29.37459719254466,1,Good,2095.275252945446,47.367454100193214,312,Yes,1738.2319734219645,2993.2010913923614,1404.0627359161879,Good
42,35829.04844628572,4571.422467500646,9,3,3.7128302035560123,3,22,5,2.203340730172844,9,Bad,1116.1469593046659,21.842523249314603,394,Yes,77.89531779895609,6344.992293392767,2997.268866600399,Standard
39,82170.4229962494,4988.158494946877,8,5,15.21096448194192,4,23,4,8.51752198993292,5,Bad,815.6545749088567,35.654459691540815,297,No,291.3271037273517,8833.026637337129,4509.672125231025,Standard
39,85793.98213007761,4584.647014831103,6,3,33.05903218731972,4,20,7,7.289927785824894,6,Bad,2285.076846362408,24.577233760208294,360,No,645.0589089551185,4548.4172087321585,2892.034748854324,Standard
66,50231.676587499416,1935.7412554223342,6,9,25.531400514676402,1,0,7,7.456479322535388,12,Standard,4003.387178650748,42.76062663944822,211,Yes,690.9235461265575,7466.651727668185,3244.7467439724346,Standard
69,30395.501266709252,8189.494358656647,5,1,3.9963033630189635,7,19,4,11.361190726961318,1,Good,1456.7620236219482,39.96174415298441,355,No,1695.588446056033,1460.1036711067427,3882.972948026371,Standard
59,120974.07196132005,7771.570413711428,1,4,29.774812434549705,1,17,11,24.543293542325024,14,Bad,2562.6131961532146,28.91392438865433,59,Yes,22.40223077647041,8949.663786438647,1296.6237949624337,Poor
23,35864.556776171354,8360.526734026145,9,4,25.898226200678153,3,2,6,27.38576069893162,0,Good,3015.0413621127454,23.508808431210962,156,No,1282.223552939359,1525.9473821509227,4136.168364020713,Standard
32,97257.79757303071,3519.2539083530883,9,1,21.772181873890208,4,11,12,6.0664526237692,12,Bad,2252.3520582894866,44.936619884221656,122,No,262.6248723571005,1921.011805993893,2089.8007453357486,Standard
60,141738.39260487587,4604.372686931096,9,2,28.889960660712028,0,18,12,16.288498138443384,6,Good,958.451206766447,40.227574378545526,120,Yes,1646.4313014220988,1064.638035876765,878.2784674558125,Standard
54,133893.67503774553,8005.967232921684,8,1,14.739734823260541,5,24,16,19.106969164964408,0,Standard,4608.728389674277,20.204598350076584,297,Yes,1557.1465319158247,3096.7950152053645,1750.5903973056247,Standard
50,56107.84108740395,7796.089468829175,3,6,8.531035729030993,1,12,3,15.654824230915347,2,Standard,2827.24617617242,38.83615342808316,322,Yes,999.8420548224012,5524.104467155261,1230.6555585911267,Standard
25,130688.3228816645,6816.468248219812,1,3,18.408795229697816,4,9,17,13.022291825907587,3,Standard,3645.6719195694277,44.308880830890374,62,No,425.37445102475033,9879.941114063267,1143.5680256782293,Standard
61,20043.225795663624,5179.339125107073,8,7,19.66061969017811,5,14,9,5.759265175777135,1,Bad,3180.2150271896644,37.723041787294484,158,Yes,1268.9907819311127,7933.680346575439,1412.8159935958306,Poor
61,22299.41524972344,11085.775550134244,7,5,19.30309664833701,7,19,2,14.646580775977156,6,Standard,4990.240108637869,32.74141030030159,40,No,312.5166353152913,3804.35802891982,904.6540737104475,Poor
22,98331.91129957244,5067.587544137859,5,9,20.212508910323578,8,1,11,12.036444831339866,4,Standard,2281.5506721932798,37.51755135626945,242,No,380.0475851853069,5758.4605790357045,3338.5087854132144,Standard
56,67423.76848878883,6284.001142591142,7,7,33.25596722013215,5,18,0,23.86690087506809,0,Standard,2124.861866495467,38.591361702420414,40,No,1253.3798044507155,6233.080309392078,2899.958785175586,Poor
21,70239.90935068912,8620.195225019192,4,4,31.676351185271866,4,2,10,22.908130774889855,11,Good,1800.6993304500313,39.20103871826392,358,No,1982.4568921772488,8227.27221247347,3242.209464917142,Standard
23,93377.34178825472,7201.725024101023,9,5,30.77437924300394,3,13,17,4.0199604361701216,11,Good,1808.1422967013134,49.011351617130906,190,Yes,1782.1216745050924,7364.517854198005,1718.6236191408022,Standard
62,44931.719226941874,5142.302751826048,2,5,28.248171570893323,1,6,12,2.6555715768920276,7,Good,1378.8510535861838,25.35943362675075,234,Yes,1186.214715367354,5692.911269711403,3848.6670128702217,Standard
49,47528.195586512185,6074.270299793353,9,5,33.0765556470197,1,7,16,27.244618296825088,9,Good,4903.150625732735,38.692793819417176,15,Yes,1077.0735375348474,6691.830270396567,648.0437047708238,Poor
69,82998.20631245241,9842.048587461813,9,9,4.348817817099711,6,28,7,16.06525166893493,6,Good,4353.910171509559,25.639799588890533,124,Yes,1996.769760016217,7459.1761096289965,2855.683547306801,Standard
47,118052.96076470219,4420.3561326094305,5,3,10.014190889155143,4,10,19,25.73402811847772,3,Good,1583.3650247860808,26.298701607470356,228,No,1094.7942952677874,1331.4405913340433,1377.2648612323696,Standard
64,100534.7076829864,2993.680017656562,1,6,17.831902152255886,6,28,18,1.7445336169920345,1,Good,1526.145223249178,40.077736511221005,387,Yes,840.2330439188879,2004.5546130537994,2638.049503488057,Standard
52,58656.156270789055,4788.21361921266,7,8,29.782172766195778,0,21,16,15.795468495648908,14,Standard,517.669935925274,47.47862254915948,280,Yes,1819.111071550683,6885.8428890751675,1618.1858762011957,Poor
57,75943.83307615976,10420.109262622964,4,9,18.175634191772904,0,19,1,16.18279543728709,6,Standard,4385.154302547464,24.771327412977246,48,Yes,468.36859173857647,8504.255619876321,3952.5588254564764,Standard
69,42186.418611499794,2434.39200599164,9,7,26.433181137614017,4,5,2,25.821060976264498,10,Bad,1858.8302541330304,48.87396601269278,189,Yes,195.05198059361794,4092.622826997678,4456.359194190473,Standard
33,29701.87586382062,11912.808770410744,6,3,5.724636778463151,1,28,2,2.928299946891225,1,Standard,2863.076960725639,29.58116978048687,304,No,1268.1800687236607,9798.90322471206,3712.906116858156,Standard
30,121750.4852967394,7180.530438740457,3,1,9.582069641203047,7,10,5,7.213366910277279,5,Good,4501.888644404656,31.739421303704002,47,No,191.699267537498,2160.717326733729,877.9185642462339,Standard
67,54500.363194465295,11840.880311654488,6,4,25.88038723128086,2,16,9,12.196149416610393,0,Good,2040.5032423710284,24.610424718165127,184,No,746.2970739059202,4166.992820434389,1374.3344919418116,Standard
59,43109.630420662266,11359.462431902764,6,6,6.600956302182618,0,28,23,25.975244262598267,13,Bad,4034.340217114209,38.475083175549514,105,No,847.1547711634411,3785.230434632532,4596.790327592079,Poor
47,109910.34722401151,6254.543999214626,5,3,12.94610177826751,1,9,21,28.16649945211701,6,Standard,2151.4281312437856,37.89261483871902,369,Yes,1095.0761340984664,9302.95940726429,2186.1006382910064,Standard
36,100346.71765733419,3584.1562833561657,2,1,10.005452765661428,9,23,17,29.78173858780884,6,Standard,3504.7046950887634,33.26809229307948,247,No,1983.3190914959246,2853.785175725395,4705.902046746334,Standard
34,102314.65138175033,3231.2901539339537,2,6,12.895297603564268,9,16,17,28.775804593755645,11,Bad,2155.9220359609053,34.282741696530074,264,Yes,441.96344666636156,4707.907780422156,1962.258444311334,Standard
36,49756.29863005977,4019.888320634554,7,1,25.08301766865099,6,20,13,0.17825267533063238,3,Good,1963.795672773463,38.68927627360672,206,Yes,751.5127570138241,1872.3383961532948,4758.873302953319,Standard
45,50243.92001314853,8956.392725927642,2,9,13.506804158855235,5,1,15,1.4312502436161612,3,Good,4953.54619780954,37.50489604893075,18,Yes,264.480248821316,5212.662385624438,4628.694938666655,Standard
43,48704.34187213309,4365.974944680622,6,1,19.878952968669967,7,5,6,4.42820457472766,14,Good,3061.749210017875,31.227901449452347,364,Yes,1215.2270520664695,8574.041694635911,3302.634449933081,Standard
54,42587.837436098285,5084.9653308451325,5,6,4.397683819849928,6,24,0,10.465862903108194,9,Good,1836.9559081148961,46.523431558995995,251,No,1455.346364615667,3040.394618905642,44.1352423075142,Standard
43,105244.07743301532,6212.177441943455,4,1,28.370601569977346,9,4,16,24.897540929608763,4,Bad,1289.0973854340893,40.02981569382068,238,No,964.1536464717577,8107.920721628282,2001.6734098796846,Standard
40,130242.06508242218,11088.943144425291,7,7,13.576213272036245,7,3,22,26.779685860064415,1,Standard,198.83185114808188,26.16218991799426,340,Yes,491.66253657994207,9113.11582175626,4556.175648477979,Standard
26,114161.27105796596,3488.630887790884,8,3,23.050161407133643,2,29,24,5.605032188837491,8,Good,3532.831701243635,29.59708980517182,321,No,1241.7765383634953,729.5788971456362,4425.551445540574,Standard
29,122972.17238887062,1552.7788024029328,4,6,25.66324645650231,5,1,4,18.58992454859126,9,Standard,1860.78714097631,43.63634305109761,365,No,1078.315446737699,7564.24536319251,936.9390004805683,Good
18,72623.79578107598,2131.0123089707868,1,7,8.128471351797813,6,11,0,27.520859551958296,3,Standard,4106.270818893824,23.135761430602983,302,Yes,342.37144680743546,2553.4343615049083,1995.912479845513,Standard
18,105029.85339835976,11000.046587641238,1,1,31.078949488413897,9,2,20,13.911952077939624,10,Good,1819.3423031115935,42.50695996172891,66,Yes,811.3638010042605,1753.2766253662912,4177.549639397358,Standard
64,66050.71125782069,8298.922880855313,1,1,21.9516245546364,0,5,16,3.106307158583519,8,Good,1866.6459621251513,30.765273234373858,336,No,870.3941832703898,6011.223920250361,2889.3892662502717,Standard
51,88315.6008559232,4366.926502941971,1,5,15.57665481955037,0,23,9,13.734409502538748,13,Good,3895.9050320337806,36.550731383253066,150,Yes,1965.235507542866,7056.026162286997,4236.496167231003,Standard
49,82612.5300495321,3360.5212606175064,5,6,7.199396241659464,6,13,11,11.273847068641716,2,Standard,2447.333283763269,28.41674351518519,193,No,1698.5716643110436,3947.609857352138,4132.8369222428155,Standard
65,42995.32886870107,4589.800734689701,4,9,33.03823188864103,2,7,24,17.32973988198021,8,Bad,4424.473853006964,49.59369715461283,396,Yes,1468.7415765471876,391.7370708219059,4537.410034762415,Poor
42,70320.238843632,2705.367736138441,9,1,26.672318940475254,2,20,19,13.15976053221311,0,Good,2950.67878352276,47.17520876426913,147,Yes,1777.554051005895,9087.045241967931,586.1029409729085,Standard
57,145296.89581270562,11386.095557986631,3,4,8.07283513293046,4,20,24,0.5203778056115382,6,Standard,1203.2240675718824,47.85349510832755,183,Yes,1470.96881165743,7307.4691684749505,726.0757072675783,Standard
62,52315.43350294247,9734.164830835301,7,8,12.482166340623634,5,25,1,29.819932002410134,3,Standard,2841.3592715001673,25.5432655393255,106,Yes,1806.8037102514668,2716.668066830147,414.04514484526254,Standard
18,37394.48571633353,6355.107357581677,8,9,28.52892477499449,1,13,22,16.306207131917127,6,Good,20.008379673510102,45.250702878852955,236,No,109.10622975901596,4968.638557447399,4676.3442054771585,Standard
33,74415.48081111159,10582.10735370962,6,3,24.653040549321524,2,28,15,14.208922664538285,13,Bad,1561.986873593596,36.06191303072271,126,No,912.1324185338331,277.9278996707801,2375.811921889466,Poor
56,122743.90566181926,4119.311145078938,1,2,27.036665952334626,5,2,14,28.638521145121622,9,Good,1039.7617024890533,41.23577600820916,179,No,1493.7966704836672,3392.8278180594184,321.62641741224076,Standard
22,95679.26987139639,9029.765968958032,8,4,16.000837475239702,2,15,12,4.675811027612314,14,Good,3270.9392780146736,26.525122002213394,13,No,1166.591593220027,5225.352355851182,1607.649512570206,Standard
39,108526.72754097178,10489.391239644307,3,2,25.360192929833676,4,14,17,5.677128076357447,5,Bad,680.1929174990252,41.35953937937648,231,Yes,350.33232830157334,5172.236151162501,1757.0632056498341,Standard
46,44660.330262708034,5246.071472044363,8,1,14.140786577373065,8,6,19,24.240442471883505,3,Good,1450.4872338073653,47.42801733716888,28,Yes,680.9841730570685,2081.8487800854114,4047.7991173837863,Standard
20,100463.26509100379,9453.376677232536,4,3,8.182939175898678,2,14,21,7.824932400750263,3,Good,1656.5427716169768,28.024441575463996,379,No,635.5487500533825,7767.473661838907,3677.3844608546146,Standard
29,62055.05133849159,4598.259667275248,8,7,22.511019184606237,5,12,13,23.97681318874581,7,Bad,16.46614431942417,27.000795546485197,323,No,522.693826368672,2988.6215852664345,3446.9352478128453,Standard
43,128459.43757411977,4637.999920219823,1,1,34.184473470359,4,5,17,8.146004487255077,6,Standard,233.83284126416825,23.13243645420433,261,No,686.2711070279322,5804.1002317797265,109.31776295689366,Standard
33,101808.8447813957,2624.1003748189537,3,2,11.560433027441206,4,14,1,0.9956289067500446,3,Standard,1555.6306398876136,28.00420025934983,100,No,1029.706576922242,2715.222255379748,4553.478982131894,Standard
68,45851.316110788466,6120.609488348687,6,1,16.672966135226346,5,16,1,15.51044171660148,10,Standard,1111.782265959561,36.07376785446837,188,No,1709.738049566552,4251.678729867702,1077.7763345787077,Standard
54,28400.1683797312,9161.975018222933,9,8,23.91604661637502,5,3,2,5.9005930238058415,5,Standard,584.5336930757777,44.98148874312682,399,Yes,1484.0653247875127,2075.1462525023026,3145.3070234633888,Standard
39,25542.317207314256,11372.318458498492,2,5,19.411213592164586,0,21,4,22.73538878797413,5,Standard,770.8082817697898,28.364007879729186,337,No,1670.4994080324673,6330.077925320383,309.0952150570958,Standard
46,68283.1137945183,7839.868415255509,1,8,29.676545054107674,8,26,24,19.235988996964444,0,Good,4177.684806900431,38.634331672079405,300,No,1767.2074891261727,4255.843601413507,407.63045936027254,Poor
31,54560.647765060756,10562.92314622526,3,3,26.89925201996354,4,21,15,27.708080039337535,12,Bad,3416.597877563513,34.3877209751912,119,Yes,832.3009121952146,161.17304487764272,47.88648065061074,Poor
45,103991.71605012605,10136.193817547384,4,7,2.9821049313201393,0,26,21,23.489650717972076,1,Standard,2420.587655008249,28.65737121853315,46,Yes,692.0525680534944,281.6499401676609,2829.638222726653,Standard
22,84913.39854722038,3320.102056240449,5,8,34.946321953408315,7,13,14,5.423278645221805,3,Bad,4544.373881184663,35.31077243583942,68,No,115.24676336832363,4711.343184714222,3146.8983480845236,Poor
64,54582.506140699494,6601.08300358263,3,6,26.581683426461886,6,14,11,24.00474709994389,5,Standard,147.76395470809277,25.038871891876315,384,No,1860.9832437528687,1832.2586690535436,252.31151616614378,Standard
66,39400.911133522895,2727.6971230166105,2,7,30.37271275399985,6,27,8,19.252111344420697,5,Good,1724.6746797190976,39.18732679545555,305,No,131.64603587628787,5850.420481447423,1452.4244238201945,Standard
47,36535.96914936845,8662.608196397166,2,2,23.140722211241776,4,11,13,20.068549252818748,0,Standard,4116.918587520294,23.46988163551552,171,Yes,1482.271030740941,4081.917817720213,4257.272070890083,Standard
63,132405.85097825428,11473.946516583797,7,8,30.113694353589917,0,18,20,24.967886579104462,7,Standard,3141.444972926607,41.92941575429684,358,No,756.2166089311744,6544.198355397227,506.5418341145705,Standard
69,51652.13589263274,2939.439309826943,9,5,4.82102114757612,8,21,15,17.214722075668206,1,Bad,4908.437172459935,25.331380351565215,196,No,1897.5615489983727,9523.951740639515,1082.7358227666562,Standard
22,104722.38422842589,9205.772873426684,2,7,12.82308640901673,8,27,10,13.980105430590386,12,Bad,4722.574616441047,49.944774599506154,333,Yes,839.2040418682581,5287.361347952536,2121.956042362135,Standard
29,125389.17063821461,8138.50058411254,7,1,30.798312082552755,7,9,5,19.099231060761838,4,Good,849.7124553749186,44.71017784281236,20,Yes,1633.2167027094329,7873.786035900996,4211.37051316558,Standard
33,99830.57045401569,7627.852888585047,7,5,7.856277183074336,4,5,9,8.938722868750773,3,Bad,4859.934985978358,30.315209115791667,111,Yes,565.3096643273532,7530.409963159372,1274.2452723760211,Standard
43,131743.48011410295,5596.262464227562,7,1,3.660231351720773,2,27,7,5.477913932612979,4,Bad,4727.673929870362,32.786143168679374,146,Yes,598.1774344876933,9217.911043238653,4985.6850768167105,Standard
43,71011.18379870168,5228.882301415032,3,8,27.796043958137446,7,24,15,18.49763514213739,4,Bad,1868.0547253684122,27.77573063323065,192,No,1191.0388197568684,2140.178672380062,1776.3090656926418,Poor
65,144308.88478436327,1975.1164846983224,7,4,29.406529291872072,0,8,2,7.01545107256433,14,Good,4914.401458444764,43.01343683539997,371,Yes,1995.9652674149474,8273.26970784941,1932.2432924181155,Good
